0	0.0335326	-0.130147	0.765181	0.0335326	-0.130147	0.728972	-2.35931e-05	0
1	0.0335323	-0.130147	0.765181	0.0335296	-0.130147	0.728967	-8.8539e-05	0
2	0.0335316	-0.130147	0.765181	0.0335338	-0.130147	0.728966	-0.000184519	0
3	0.0335304	-0.130147	0.765181	0.0335304	-0.130147	0.728966	-0.000303603	0
4	0.0335286	-0.130147	0.765181	0.0335304	-0.130147	0.728966	-0.000439702	0
5	0.033526	-0.130147	0.765181	0.0335275	-0.130147	0.728967	-0.00058815	0
6	0.0335227	-0.130147	0.765181	0.0335251	-0.130147	0.728967	-0.000745375	0
7	0.0335185	-0.130147	0.765181	0.0335213	-0.130147	0.728967	-0.000908653	0
8	0.0335136	-0.130147	0.765181	0.033517	-0.130147	0.728967	-0.00107591	0
9	0.0335078	-0.130147	0.765181	0.0335117	-0.130147	0.728967	-0.00124558	0
10	0.0335011	-0.130147	0.765181	0.0335056	-0.130147	0.728968	-0.00141647	0
11	0.0334936	-0.130147	0.765181	0.0334986	-0.130147	0.728968	-0.00158771	0
12	0.0334852	-0.130147	0.765181	0.0334908	-0.130147	0.728968	-0.00175863	0
13	0.033476	-0.130147	0.765181	0.0334821	-0.130147	0.728969	-0.00192877	0
14	0.033466	-0.130147	0.765181	0.0334726	-0.130147	0.728969	-0.00209777	0
15	0.033455	-0.130147	0.765181	0.0334622	-0.130147	0.72897	-0.00226541	0
16	0.0334433	-0.130147	0.765181	0.033451	-0.130147	0.72897	-0.00243152	0
17	0.0334307	-0.130147	0.765181	0.033439	-0.130147	0.728971	-0.00259601	0
18	0.0334173	-0.130147	0.765181	0.0334261	-0.130147	0.728971	-0.00275884	0
19	0.0334031	-0.130147	0.765181	0.0334124	-0.130147	0.728972	-0.00291998	0
20	0.0333881	-0.130147	0.765181	0.033398	-0.130147	0.728973	-0.00307946	0
21	0.0333724	-0.130147	0.765181	0.0333827	-0.130147	0.728973	-0.00323731	0
22	0.0333558	-0.130147	0.765181	0.0333666	-0.130147	0.728974	-0.00339358	0
23	0.0333384	-0.130147	0.765181	0.0333497	-0.130147	0.728975	-0.00354834	0
24	0.0333203	-0.130147	0.765181	0.0333321	-0.130147	0.728976	-0.00370166	0
25	0.0333014	-0.130147	0.765181	0.0333137	-0.130147	0.728977	-0.00385361	0
26	0.0332818	-0.130147	0.765181	0.0332945	-0.130147	0.728978	-0.00400428	0
27	0.0332614	-0.130147	0.765181	0.0332746	-0.130147	0.728979	-0.00415376	0
