0	0.0335331	-1.23439e-05	-0.00493755	0	0	0	0.0339002	0	0	0	-0.98751	10	0	6.91244e-310
1	0.033533	-4.91706e-05	-0.00979313	0	0	0	0.034261	0	0	0	-0.971116	1.52633e-316	6.95335e-310	6.56435e-319
2	0.0335326	-0.000109752	-0.0144394	0	0	0	0.0346059	0	0	0	-0.929257	1.52633e-316	6.95335e-310	1.52653e-316
3	0.0335319	-0.000193057	-0.0188825	0	0	0	0.0349355	0	0	0	-0.888611	1.5263e-316	6.95335e-310	1.5265e-316
4	0.0335306	-0.000298083	-0.0231282	0	0	0	0.0352499	0	0	0	-0.84915	1.5263e-316	6.95335e-310	1.5265e-316
5	0.0335288	-0.000424149	-0.0272981	0	0	0	0.035558	0	0	0	-0.833982	1.5263e-316	6.95335e-310	1.5265e-316
6	0.0335264	-0.000570547	-0.031261	0	0	0	0.0358501	0	0	0	-0.792576	1.5263e-316	6.95335e-310	1.5265e-316
7	0.0335231	-0.000736221	-0.0350087	0	0	0	0.0361255	0	0	0	-0.74954	1.5263e-316	6.95335e-310	1.5265e-316
8	0.033519	-0.000920103	-0.0385441	0	0	0	0.0363841	0	0	0	-0.707074	1.5263e-316	6.95335e-310	1.5265e-316
9	0.0335139	-0.00112138	-0.0419652	0	0	0	0.0366333	0	0	0	-0.68422	1.5263e-316	6.95335e-310	1.5265e-316
10	0.0335077	-0.00133923	-0.0451753	0	0	0	0.0368658	0	0	0	-0.642018	1.5263e-316	6.95335e-310	1.5265e-316
11	0.0335005	-0.00157262	-0.0481803	0	0	0	0.0370819	0	0	0	-0.601002	1.5263e-316	6.95335e-310	1.5265e-316
12	0.033492	-0.00182053	-0.0509863	0	0	0	0.037282	0	0	0	-0.561197	1.5263e-316	6.95335e-310	1.5265e-316
13	0.0334822	-0.00208218	-0.0536736	0	0	0	0.037472	0	0	0	-0.537473	1.5263e-316	6.95335e-310	1.5265e-316
14	0.0334711	-0.00235688	-0.0562062	0	0	0	0.0376492	0	0	0	-0.506506	1.5263e-316	1.52194e-316	1.5265e-316
15	0.0334586	-0.00264399	-0.0586374	0	0	0	0.0378174	0	0	0	-0.486241	1.52633e-316	1.52133e-316	1.52653e-316
