0	0.0335025	-1.56392e-05	-0.00625566	0.0335025	0	0	-1.25113
1	0.0335023	-5.80513e-05	-0.0107092	0.0335025	-1.56392e-05	-0.00625566	-0.890707
2	0.0335019	-0.000119557	-0.0138931	0.0335023	-5.80513e-05	-0.0107092	-0.63678
3	0.0335011	-0.000194774	-0.0161936	0.0335019	-0.000119557	-0.0138931	-0.460097
4	0.0334999	-0.000279933	-0.01787	0.0335011	-0.000194774	-0.0161936	-0.335279
5	0.0334983	-0.000372399	-0.0191166	0.0334999	-0.000279933	-0.01787	-0.249334
6	0.0334962	-0.000470336	-0.0200579	0.0334983	-0.000372399	-0.0191166	-0.188253
7	0.0334936	-0.000572464	-0.0207934	0.0334962	-0.000470336	-0.0200579	-0.147098
8	0.0334905	-0.000677899	-0.0213807	0.0334936	-0.000572464	-0.0207934	-0.11746
9	0.0334868	-0.000786033	-0.0218727	0.0334905	-0.000677899	-0.0213807	-0.098395
10	0.0334826	-0.000896449	-0.0222939	0.0334868	-0.000786033	-0.0218727	-0.0842454
11	0.0334778	-0.00100887	-0.0226742	0.0334826	-0.000896449	-0.0222939	-0.0760599
12	0.0334725	-0.00112311	-0.0230218	0.0334778	-0.00100887	-0.0226742	-0.0695191
13	0.0334666	-0.00123905	-0.0233552	0.0334725	-0.00112311	-0.0230218	-0.066676
14	0.0334601	-0.00135663	-0.0236744	0.0334666	-0.00123905	-0.0233552	-0.0638533
15	0.033453	-0.00147579	-0.0239925	0.0334601	-0.00135663	-0.0236744	-0.0636196
16	0.0334454	-0.00159654	-0.0243055	0.033453	-0.00147579	-0.0239925	-0.062595
17	0.0334371	-0.00171886	-0.0246236	0.0334454	-0.00159654	-0.0243055	-0.063623
18	0.0334282	-0.00184277	-0.0249409	0.0334371	-0.00171886	-0.0246236	-0.0634499
19	0.0334186	-0.00196829	-0.0252663	0.0334282	-0.00184277	-0.0249409	-0.065076
20	0.0334085	-0.00209544	-0.0255927	0.0334186	-0.00196829	-0.0252663	-0.065289
21	0.0333977	-0.00222424	-0.0259286	0.0334085	-0.00209544	-0.0255927	-0.0671874
22	0.0333862	-0.00235473	-0.0262664	0.0333977	-0.00222424	-0.0259286	-0.0675583
23	0.0333741	-0.00248693	-0.0266143	0.0333862	-0.00235473	-0.0262664	-0.0695703
24	0.0333614	-0.00262088	-0.0269642	0.0333741	-0.00248693	-0.0266143	-0.0699883
25	0.0333479	-0.0027566	-0.0273244	0.0333614	-0.00262088	-0.0269642	-0.0720373
26	0.0333338	-0.00289413	-0.0276867	0.0333479	-0.0027566	-0.0273244	-0.0724492
27	0.033319	-0.00303349	-0.0280592	0.0333338	-0.00289413	-0.0276867	-0.0744993
28	0.0333035	-0.00317472	-0.0284336	0.033319	-0.00303349	-0.0280592	-0.0748804
29	0.0332872	-0.00331785	-0.0288181	0.0333035	-0.00317472	-0.0284336	-0.0769157
30	0.0332703	-0.00346291	-0.0292044	0.0332872	-0.00331785	-0.0288181	-0.0772553
31	0.0332526	-0.00360992	-0.0296008	0.0332703	-0.00346291	-0.0292044	-0.0792694
32	0.0332342	-0.00375892	-0.0299986	0.0332526	-0.00360992	-0.0296008	-0.0795637
33	0.033215	-0.00390993	-0.0304064	0.0332342	-0.00375892	-0.0299986	-0.0815551
34	0.0331951	-0.00406299	-0.0308154	0.033215	-0.00390993	-0.0304064	-0.0818035
35	0.0331744	-0.00421811	-0.0312342	0.0331951	-0.00406299	-0.0308154	-0.0837728
36	0.0331529	-0.00437533	-0.0316541	0.0331744	-0.00421811	-0.0312342	-0.0839761
37	0.0331306	-0.00453468	-0.0320837	0.0331529	-0.00437533	-0.0316541	-0.0859253
38	0.0331075	-0.00469617	-0.0325142	0.0331306	-0.00453468	-0.0320837	-0.0860851
39	0.0330836	-0.00485984	-0.0329542	0.0331075	-0.00469617	-0.0325142	-0.0880161
40	0.0330589	-0.00502571	-0.0333949	0.0330836	-0.00485984	-0.0329542	-0.0881343
41	0.0330334	-0.00519381	-0.0338452	0.0330589	-0.00502571	-0.0333949	-0.0900495
42	0.033007	-0.00536417	-0.0342958	0.0330334	-0.00519381	-0.0338452	-0.090128
43	0.0329797	-0.0055368	-0.034756	0.033007	-0.00536417	-0.0342958	-0.0920297
44	0.0329516	-0.00571173	-0.0352163	0.0329797	-0.0055368	-0.034756	-0.0920703
45	0.0329226	-0.00588898	-0.0356861	0.0329516	-0.00571173	-0.0352163	-0.0939606
46	0.0328927	-0.00606859	-0.0361559	0.0329226	-0.00588898	-0.0356861	-0.0939651
47	0.0328619	-0.00625057	-0.0366352	0.0328927	-0.00606859	-0.0361559	-0.0958459
48	0.0328302	-0.00643494	-0.0371142	0.0328619	-0.00625057	-0.0366352	-0.0958158
49	0.0327976	-0.00662173	-0.0376027	0.0328302	-0.00643494	-0.0371142	-0.0976889
50	0.032764	-0.00681097	-0.0380908	0.0327976	-0.00662173	-0.0376027	-0.0976258
51	0.0327295	-0.00700266	-0.0385883	0.032764	-0.00681097	-0.0380908	-0.0994927
52	0.032694	-0.00719685	-0.0390853	0.0327295	-0.00700266	-0.0385883	-0.0993976
53	0.0326575	-0.00739354	-0.0395916	0.032694	-0.00719685	-0.0390853	-0.101259
54	0.03262	-0.00759276	-0.0400972	0.0326575	-0.00739354	-0.0395916	-0.101133
55	0.0325816	-0.00779453	-0.0406122	0.03262	-0.00759276	-0.0400972	-0.102991
56	0.0325421	-0.00799888	-0.0411264	0.0325816	-0.00779453	-0.0406122	-0.102834
57	0.0325016	-0.00820582	-0.0416498	0.0325421	-0.00799888	-0.0411264	-0.104687
58	0.03246	-0.00841538	-0.0421723	0.0325016	-0.00820582	-0.0416498	-0.1045
59	0.0324174	-0.00862757	-0.042704	0.03246	-0.00841538	-0.0421723	-0.106348
60	0.0323737	-0.00884241	-0.0432347	0.0324174	-0.00862757	-0.042704	-0.10613
61	0.032329	-0.00905994	-0.0437745	0.0323737	-0.00884241	-0.0432347	-0.10797
62	0.0322831	-0.00928016	-0.0443131	0.032329	-0.00905994	-0.0437745	-0.107721
63	0.0322362	-0.00950309	-0.0448609	0.0322831	-0.00928016	-0.0443131	-0.109549
64	0.0321881	-0.00972876	-0.0454072	0.0322362	-0.00950309	-0.0448609	-0.109265
65	0.0321389	-0.00995719	-0.0459626	0.0321881	-0.00972876	-0.0454072	-0.111075
66	0.0320885	-0.0101884	-0.0465163	0.0321389	-0.00995719	-0.0459626	-0.110753
67	0.032037	-0.0104224	-0.047079	0.0320885	-0.0101884	-0.0465163	-0.112535
68	0.0319843	-0.0106592	-0.0476399	0.032037	-0.0104224	-0.047079	-0.112168
69	0.0319304	-0.0108988	-0.0482094	0.0319843	-0.0106592	-0.0476399	-0.113906
70	0.0318753	-0.0111413	-0.0487768	0.0319304	-0.0108988	-0.0482094	-0.113484
71	0.031819	-0.0113866	-0.0493526	0.0318753	-0.0111413	-0.0487768	-0.115157
72	0.0317614	-0.0116348	-0.0499259	0.031819	-0.0113866	-0.0493526	-0.114667
73	0.0317026	-0.0118859	-0.0505071	0.0317614	-0.0116348	-0.0499259	-0.11624
74	0.0316426	-0.0121398	-0.0510854	0.0317026	-0.0118859	-0.0505071	-0.11566
75	0.0315812	-0.0123967	-0.0516709	0.0316426	-0.0121398	-0.0510854	-0.117085
76	0.0315186	-0.0126565	-0.0522528	0.0315812	-0.0123967	-0.0516709	-0.116384
77	0.0314547	-0.0129193	-0.0528407	0.0315186	-0.0126565	-0.0522528	-0.117591
78	0.0313894	-0.0131849	-0.0534243	0.0314547	-0.0129193	-0.0528407	-0.116724
79	0.0313228	-0.0134535	-0.0540124	0.0313894	-0.0131849	-0.0534243	-0.11761
80	0.0312549	-0.013725	-0.054595	0.0313228	-0.0134535	-0.0540124	-0.116512
81	0.0311855	-0.0139995	-0.0551796	0.0312549	-0.013725	-0.054595	-0.116928
82	0.0311149	-0.0142768	-0.0557571	0.0311855	-0.0139995	-0.0551796	-0.115506
83	0.0310428	-0.0145571	-0.0563333	0.0311149	-0.0142768	-0.0557571	-0.115237
84	0.0309693	-0.0148401	-0.0569001	0.0310428	-0.0145571	-0.0563333	-0.113353
85	0.0308944	-0.015126	-0.0574605	0.0309693	-0.0148401	-0.0569001	-0.112087
86	0.030818	-0.0154147	-0.0580082	0.0308944	-0.015126	-0.0574605	-0.109544
87	0.0307402	-0.0157061	-0.0585424	0.030818	-0.0154147	-0.0580082	-0.106831
88	0.0306609	-0.0160001	-0.0590591	0.0307402	-0.0157061	-0.0585424	-0.103343
89	0.0305802	-0.0162966	-0.0595518	0.0306609	-0.0160001	-0.0590591	-0.0985302
90	0.030498	-0.0165955	-0.0600202	0.0305802	-0.0162966	-0.0595518	-0.0936846
91	0.0304142	-0.0168967	-0.0604493	0.030498	-0.0165955	-0.0600202	-0.0858286
92	0.030329	-0.0172	-0.0608445	0.0304142	-0.0168967	-0.0604493	-0.0790275
93	0.0302422	-0.017505	-0.0611783	0.030329	-0.0172	-0.0608445	-0.0667647
94	0.030154	-0.0178116	-0.061464	0.0302422	-0.017505	-0.0611783	-0.057144
95	0.0300641	-0.0181194	-0.0616565	0.030154	-0.0178116	-0.061464	-0.038503
96	0.0299728	-0.018428	-0.0617806	0.0300641	-0.0181194	-0.0616565	-0.0248136
97	0.0298798	-0.0187369	-0.0617653	0.0299728	-0.018428	-0.0617806	0.00305459
98	0.0297854	-0.0190454	-0.0616522	0.0298798	-0.0187369	-0.0617653	0.0226175
99	0.0296894	-0.0193529	-0.0613331	0.0297854	-0.0190454	-0.0616522	0.0638285
100	0.0295919	-0.0196584	-0.0608737	0.0296894	-0.0193529	-0.0613331	0.0918719
101	0.0294928	-0.0199609	-0.0601119	0.0295919	-0.0196584	-0.0608737	0.152367
102	0.0293923	-0.020259	-0.0591486	0.0294928	-0.0199609	-0.0601119	0.192655
103	0.0292902	-0.020552	-0.0580549	0.0293923	-0.020259	-0.0591486	0.218751
104	0.0291868	-0.0208394	-0.05688	0.0292902	-0.020552	-0.0580549	0.234975
105	0.0290819	-0.0211207	-0.0556587	0.0291868	-0.0208394	-0.05688	0.244262
106	0.0289756	-0.0213959	-0.0544148	0.0290819	-0.0211207	-0.0556587	0.24878
107	0.0288679	-0.0216648	-0.0531651	0.0289756	-0.0213959	-0.0544148	0.24994
108	0.0287589	-0.0219276	-0.0519208	0.0288679	-0.0216648	-0.0531651	0.248848
109	0.0286486	-0.0221841	-0.05069	0.0287589	-0.0219276	-0.0519208	0.246162
110	0.0285371	-0.0224345	-0.0494777	0.0286486	-0.0221841	-0.05069	0.242465
111	0.0284243	-0.0226789	-0.0482875	0.0285371	-0.0224345	-0.0494777	0.238041
112	0.0283103	-0.0229174	-0.0471214	0.0284243	-0.0226789	-0.0482875	0.233215
113	0.0281951	-0.0231502	-0.045981	0.0283103	-0.0229174	-0.0471214	0.228086
114	0.0280788	-0.0233773	-0.0448667	0.0281951	-0.0231502	-0.045981	0.222855
115	0.0279614	-0.0235989	-0.0437791	0.0280788	-0.0233773	-0.0448667	0.217529
116	0.0278428	-0.0238152	-0.0427179	0.0279614	-0.0235989	-0.0437791	0.212243
117	0.0277232	-0.0240262	-0.041683	0.0278428	-0.0238152	-0.0427179	0.206964
118	0.0276026	-0.0242321	-0.0406741	0.0277232	-0.0240262	-0.041683	0.201792
119	0.0274809	-0.024433	-0.0396907	0.0276026	-0.0242321	-0.0406741	0.196679
120	0.0273583	-0.024629	-0.0387322	0.0274809	-0.024433	-0.0396907	0.191698
121	0.0272346	-0.0248204	-0.0377982	0.0273583	-0.024629	-0.0387322	0.186807
122	0.0271101	-0.0250071	-0.0368879	0.0272346	-0.0248204	-0.0377982	0.182054
123	0.0269846	-0.0251893	-0.0360008	0.0271101	-0.0250071	-0.0368879	0.17741
124	0.0268582	-0.0253671	-0.0351363	0.0269846	-0.0251893	-0.0360008	0.172898
125	0.0267309	-0.0255407	-0.0342938	0.0268582	-0.0253671	-0.0351363	0.168515
126	0.0266028	-0.0257101	-0.0334725	0.0267309	-0.0255407	-0.0342938	0.164249
127	0.0264738	-0.0258755	-0.0326719	0.0266028	-0.0257101	-0.0334725	0.160132
128	0.026344	-0.0260369	-0.0318913	0.0264738	-0.0258755	-0.0326719	0.156112
129	0.0262135	-0.0261945	-0.03113	0.026344	-0.0260369	-0.0318913	0.152266
130	0.0260821	-0.0263482	-0.0303875	0.0262135	-0.0261945	-0.03113	0.14849
131	0.02595	-0.0264984	-0.0296629	0.0260821	-0.0263482	-0.0303875	0.144917
132	0.0258171	-0.0266449	-0.028956	0.02595	-0.0264984	-0.0296629	0.141383
133	0.0256835	-0.026788	-0.0282656	0.0258171	-0.0266449	-0.028956	0.138086
134	0.0255492	-0.0269276	-0.0275916	0.0256835	-0.026788	-0.0282656	0.134792
135	0.0254143	-0.0270639	-0.0269328	0.0255492	-0.0269276	-0.0275916	0.131771
136	0.0252786	-0.027197	-0.0262892	0.0254143	-0.0270639	-0.0269328	0.128714
137	0.0251423	-0.0273269	-0.0256593	0.0252786	-0.027197	-0.0262892	0.125973
138	0.0250053	-0.0274536	-0.0250436	0.0251423	-0.0273269	-0.0256593	0.123149
139	0.0248678	-0.0275773	-0.0244401	0.0250053	-0.0274536	-0.0250436	0.120689
140	0.0247296	-0.027698	-0.0238497	0.0248678	-0.0275773	-0.0244401	0.118095
141	0.0245908	-0.0278158	-0.0232701	0.0247296	-0.027698	-0.0238497	0.115914
142	0.0244514	-0.0279308	-0.0227024	0.0245908	-0.0278158	-0.0232701	0.113545
