0	-0.0278623	0.127952	-0.765136	-0.0278641	-0.127993	-0.765119	-0.0278624	0.127952	-0.765136	-0.0278642	-0.127993	-0.765119
1	-0.0278743	0.127952	-0.765136	-0.0278761	-0.127993	-0.765119	-0.027887	0.127954	-0.765198	-0.0278888	-0.127996	-0.765181
2	-0.0278763	0.127952	-0.765136	-0.0278781	-0.127993	-0.765119	-0.027899	0.127954	-0.765198	-0.0279008	-0.127996	-0.765181
3	-0.0278755	0.127952	-0.765136	-0.0278773	-0.127993	-0.765119	-0.027901	0.127954	-0.765198	-0.0279028	-0.127996	-0.765181
4	-0.0278735	0.127952	-0.765136	-0.0278753	-0.127993	-0.765119	-0.0279002	0.127954	-0.765198	-0.027902	-0.127996	-0.765181
5	-0.0278705	0.127952	-0.765136	-0.0278722	-0.127993	-0.765119	-0.0278982	0.127954	-0.765198	-0.0279	-0.127996	-0.765181
6	-0.0278665	0.127952	-0.765136	-0.0278683	-0.127993	-0.765119	-0.0278952	0.127954	-0.765198	-0.0278969	-0.127996	-0.765181
7	-0.0278615	0.127952	-0.765136	-0.0278632	-0.127993	-0.765119	-0.0278912	0.127954	-0.765198	-0.027893	-0.127996	-0.765181
8	-0.0278554	0.127952	-0.765136	-0.0278572	-0.127993	-0.765119	-0.0278861	0.127954	-0.765198	-0.0278879	-0.127996	-0.765181
9	-0.0278483	0.127952	-0.765136	-0.02785	-0.127993	-0.765119	-0.0278801	0.127954	-0.765198	-0.0278819	-0.127996	-0.765181
10	-0.02784	0.127952	-0.765136	-0.0278418	-0.127993	-0.765119	-0.0278729	0.127954	-0.765198	-0.0278747	-0.127996	-0.765181
11	-0.0278307	0.127952	-0.765136	-0.0278325	-0.127993	-0.765119	-0.0278647	0.127954	-0.765198	-0.0278665	-0.127996	-0.765181
12	-0.0278203	0.127952	-0.765136	-0.0278221	-0.127993	-0.765119	-0.0278554	0.127954	-0.765198	-0.0278572	-0.127996	-0.765181
13	-0.0278088	0.127952	-0.765136	-0.0278105	-0.127993	-0.765119	-0.027845	0.127954	-0.765198	-0.0278468	-0.127996	-0.765181
14	-0.0277962	0.127952	-0.765136	-0.0277979	-0.127993	-0.765119	-0.0278335	0.127954	-0.765198	-0.0278352	-0.127996	-0.765181
15	-0.0277825	0.127952	-0.765136	-0.0277843	-0.127993	-0.765119	-0.0278208	0.127954	-0.765198	-0.0278226	-0.127996	-0.765181
16	-0.0277677	0.127952	-0.765136	-0.0277695	-0.127993	-0.765119	-0.0278072	0.127954	-0.765198	-0.0278089	-0.127996	-0.765182
17	-0.0277519	0.127952	-0.765136	-0.0277537	-0.127993	-0.765119	-0.0277924	0.127954	-0.765198	-0.0277942	-0.127996	-0.765182
18	-0.027735	0.127952	-0.765136	-0.0277368	-0.127993	-0.765119	-0.0277766	0.127954	-0.765198	-0.0277784	-0.127996	-0.765182
19	-0.0277171	0.127952	-0.765136	-0.0277189	-0.127993	-0.765119	-0.0277597	0.127954	-0.765198	-0.0277615	-0.127996	-0.765182
20	-0.0276981	0.127952	-0.765136	-0.0276999	-0.127993	-0.765119	-0.0277418	0.127954	-0.765198	-0.0277436	-0.127996	-0.765182
21	-0.0276782	0.127952	-0.765136	-0.02768	-0.127993	-0.765119	-0.0277228	0.127954	-0.765198	-0.0277246	-0.127996	-0.765182
22	-0.0276572	0.127952	-0.765136	-0.027659	-0.127993	-0.765119	-0.0277029	0.127954	-0.765198	-0.0277046	-0.127996	-0.765182
23	-0.0276352	0.127952	-0.765136	-0.027637	-0.127993	-0.765119	-0.0276819	0.127954	-0.765198	-0.0276837	-0.127996	-0.765182
24	-0.0276123	0.127952	-0.765136	-0.027614	-0.127993	-0.765119	-0.0276599	0.127954	-0.765198	-0.0276617	-0.127996	-0.765182
25	-0.0275883	0.127952	-0.765136	-0.0275901	-0.127993	-0.765119	-0.0276369	0.127954	-0.765198	-0.0276387	-0.127996	-0.765182
26	-0.0275634	0.127952	-0.765136	-0.0275652	-0.127993	-0.765119	-0.027613	0.127954	-0.765198	-0.0276148	-0.127996	-0.765182
27	-0.0275375	0.127952	-0.765136	-0.0275393	-0.127993	-0.765119	-0.027588	0.127954	-0.765198	-0.0275898	-0.127996	-0.765182
28	-0.0275106	0.127952	-0.765136	-0.0275124	-0.127993	-0.765119	-0.0275622	0.127954	-0.765198	-0.0275639	-0.127996	-0.765182
29	-0.0274828	0.127952	-0.765136	-0.0274846	-0.127993	-0.765119	-0.0275353	0.127954	-0.765199	-0.0275371	-0.127996	-0.765182
30	-0.0274541	0.127952	-0.765136	-0.0274559	-0.127993	-0.765119	-0.0275075	0.127954	-0.765199	-0.0275093	-0.127996	-0.765182
31	-0.0274244	0.127952	-0.765136	-0.0274262	-0.127993	-0.765119	-0.0274788	0.127954	-0.765199	-0.0274805	-0.127996	-0.765182
